bestandsnaam,aantal_mensen
07042026_164509.jpeg,0
07042026_170009.jpeg,1
07042026_171508.jpeg,0
07042026_173008.jpeg,1
07042026_174508.jpeg,1
07042026_180008.jpeg,0
07042026_181508.jpeg,0
07042026_183008.jpeg,0
07042026_184509.jpeg,1
07042026_190009.jpeg,1
07042026_191508.jpeg,0
07042026_193008.jpeg,1
07042026_194509.jpeg,0
08042026_080008.jpeg,0
08042026_081508.jpeg,0
08042026_083008.jpeg,0
08042026_084509.jpeg,0
08042026_090009.jpeg,1
08042026_091508.jpeg,0
08042026_093009.jpeg,1
08042026_094509.jpeg,0
08042026_100009.jpeg,0
08042026_101509.jpeg,1
08042026_103009.jpeg,1
08042026_104508.jpeg,1
08042026_110008.jpeg,1
08042026_111509.jpeg,2
08042026_113008.jpeg,1
08042026_114508.jpeg,1
08042026_120008.jpeg,2
08042026_121508.jpeg,1
08042026_123009.jpeg,0
08042026_124509.jpeg,1
08042026_130009.jpeg,1
08042026_131509.jpeg,1
08042026_133009.jpeg,1
08042026_134509.jpeg,2
08042026_140008.jpeg,1
08042026_141509.jpeg,1
08042026_143009.jpeg,2
08042026_144509.jpeg,2
08042026_150009.jpeg,1
08042026_151509.jpeg,1
08042026_153009.jpeg,1
08042026_154509.jpeg,0
08042026_160009.jpeg,0
08042026_161508.jpeg,0
08042026_163008.jpeg,0
08042026_164508.jpeg,0
08042026_170008.jpeg,0
08042026_171508.jpeg,0
08042026_173008.jpeg,1
08042026_174509.jpeg,0
08042026_180009.jpeg,0
08042026_181508.jpeg,0
08042026_183009.jpeg,0
08042026_184509.jpeg,0
08042026_190008.jpeg,0
08042026_191509.jpeg,0
08042026_193009.jpeg,0
08042026_194508.jpeg,0
09042026_080008.jpeg,0
09042026_081508.jpeg,0
09042026_083008.jpeg,0
09042026_084508.jpeg,0
09042026_090009.jpeg,0
09042026_091509.jpeg,0
09042026_093009.jpeg,0
09042026_094509.jpeg,0
09042026_100008.jpeg,1
09042026_101508.jpeg,0
09042026_103009.jpeg,1
09042026_104509.jpeg,1
09042026_110008.jpeg,0
09042026_111508.jpeg,1
09042026_113008.jpeg,1
09042026_114508.jpeg,1
09042026_120008.jpeg,0
09042026_121509.jpeg,0
09042026_123008.jpeg,0
09042026_124508.jpeg,0
09042026_130008.jpeg,0
09042026_131508.jpeg,0
09042026_133009.jpeg,0
09042026_134509.jpeg,0
09042026_140008.jpeg,0
09042026_141509.jpeg,0
09042026_143009.jpeg,0
09042026_144509.jpeg,0
09042026_150008.jpeg,0
09042026_151508.jpeg,0
09042026_153009.jpeg,0
09042026_154508.jpeg,0
09042026_160009.jpeg,0
09042026_161509.jpeg,0
09042026_163009.jpeg,0
09042026_164508.jpeg,0
09042026_170008.jpeg,0
09042026_171508.jpeg,0
09042026_173009.jpeg,0
09042026_174509.jpeg,0
09042026_180008.jpeg,0
09042026_181508.jpeg,0
09042026_183009.jpeg,0
09042026_184509.jpeg,0
09042026_190008.jpeg,0
09042026_191508.jpeg,0
09042026_193008.jpeg,0
09042026_194508.jpeg,0
10042026_080008.jpeg,0
10042026_081509.jpeg,0
10042026_083009.jpeg,0
10042026_084509.jpeg,0
10042026_090009.jpeg,0
10042026_091509.jpeg,0
10042026_093009.jpeg,0
10042026_094509.jpeg,1
10042026_100009.jpeg,0
10042026_101509.jpeg,1
10042026_103008.jpeg,1
10042026_104508.jpeg,0
10042026_110008.jpeg,0
10042026_111509.jpeg,0
10042026_113009.jpeg,0
10042026_114509.jpeg,0
10042026_120008.jpeg,0
10042026_121508.jpeg,1
10042026_123009.jpeg,1
10042026_124509.jpeg,1
10042026_130009.jpeg,0
10042026_131508.jpeg,0
10042026_133009.jpeg,3
10042026_134509.jpeg,0
10042026_140008.jpeg,2
10042026_141508.jpeg,1
10042026_143009.jpeg,0
10042026_144508.jpeg,1
10042026_150009.jpeg,1
10042026_151509.jpeg,1
10042026_153008.jpeg,0
10042026_154508.jpeg,0
10042026_160008.jpeg,0
10042026_161508.jpeg,0
10042026_163008.jpeg,0
10042026_164509.jpeg,0
10042026_170008.jpeg,0
10042026_171508.jpeg,0
10042026_173008.jpeg,0
10042026_174509.jpeg,0
10042026_180009.jpeg,0
10042026_181508.jpeg,0
10042026_183008.jpeg,0
10042026_184508.jpeg,0
10042026_190009.jpeg,0
10042026_191509.jpeg,0
10042026_193009.jpeg,0
10042026_194508.jpeg,0
11042026_080009.jpeg,0
11042026_081509.jpeg,0
11042026_083008.jpeg,0
11042026_084508.jpeg,0
11042026_090008.jpeg,0
11042026_091508.jpeg,0
11042026_093009.jpeg,0
11042026_094509.jpeg,0
11042026_100009.jpeg,0
11042026_101508.jpeg,0
11042026_103008.jpeg,0
11042026_104508.jpeg,0
11042026_110009.jpeg,0
11042026_111508.jpeg,0
11042026_113008.jpeg,0
11042026_114508.jpeg,0
11042026_120008.jpeg,0
11042026_121508.jpeg,0
